Year,Region,Currency,Computer ID,CPU series,CPU name,CPU sales,CPU sales (USD),Total sales,Total sales (USD),Total sales CPU Series (USD),Sales Percentage on CPU Series
2013,analucia,EUR,66457,Intel Xeon,Intel Xeon E7-4870,3941.9899999999998,4336.1899999999996,4320.79,4752.8699999999999,28164049.659999944,0.02
2013,analucia,EUR,66458,Intel Xeon,Intel Xeon E7-4870,3941.9899999999998,4336.1899999999996,4181.9899999999998,4600.1899999999996,28164049.659999944,0.02
2013,analucia,EUR,66459,Intel Xeon,Intel Xeon E7-4870,3941.9899999999998,4336.1899999999996,4141,4555.1000000000004,28164049.659999944,0.02
2013,analucia,EUR,66460,Intel Xeon,Intel Xeon E7-4870,3941.9899999999998,4336.1899999999996,4222.7200000000003,4644.9899999999998,28164049.659999944,0.02
2013,analucia,EUR,66461,Intel Xeon,Intel Xeon E7-4870,3941.9899999999998,4336.1899999999996,4179.1999999999998,4597.1199999999999,28164049.659999944,0.02
2013,analucia,EUR,66462,Intel Xeon,Intel Xeon E7-4870,3941.9899999999998,4336.1899999999996,4175.1000000000004,4592.6099999999997,28164049.659999944,0.02
2013,analucia,EUR,66463,Intel Xeon,Intel Xeon E7-4870,3941.9899999999998,4336.1899999999996,4132.3800000000001,4545.6199999999999,28164049.659999944,0.02
2013,analucia,EUR,66464,Intel Xeon,Intel Xeon E7-4870,3941.9899999999998,4336.1899999999996,4161.1700000000001,4577.29,28164049.659999944,0.02
2013,analucia,EUR,66465,Intel Xeon,Intel Xeon E7-4870,3941.9899999999998,4336.1899999999996,4213.6000000000004,4634.96,28164049.659999944,0.02
2013,analucia,EUR,66466,Intel Xeon,Intel Xeon E7-4870,3941.9899999999998,4336.1899999999996,4117.1999999999998,4528.9200000000001,28164049.659999944,0.02
2013,analucia,EUR,66467,Intel Xeon,Intel Xeon E7-4870,3941.9899999999998,4336.1899999999996,4112.04,4523.2399999999998,28164049.659999944,0.02
2013,analucia,EUR,66468,Intel Xeon,Intel Xeon E7-4870,3941.9899999999998,4336.1899999999996,4114.0900000000001,4525.5,28164049.659999944,0.02
2013,bavaria,EUR,21401,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4053.9000000000001,4459.29,27867029.41,0.02
2013,bavaria,EUR,21402,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4092.23,4501.4499999999998,27867029.41,0.02
2013,bavaria,EUR,21403,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4065.3200000000002,4471.8500000000004,27867029.41,0.02
2013,bavaria,EUR,21404,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4054.3000000000002,4459.7299999999996,27867029.41,0.02
2013,bavaria,EUR,21405,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4058.0100000000002,4463.8100000000004,27867029.41,0.02
2013,bavaria,EUR,21406,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4052.6999999999998,4457.9700000000003,27867029.41,0.02
2013,bavaria,EUR,21407,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4243.3299999999999,4667.6599999999999,27867029.41,0.02
2013,bavaria,EUR,21408,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4067.5700000000002,4474.3299999999999,27867029.41,0.02
2013,bavaria,EUR,21409,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,5976.4300000000003,6574.0699999999997,27867029.41,0.02
2013,bavaria,EUR,21410,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4065.4299999999998,4471.9700000000003,27867029.41,0.02
2013,bavaria,EUR,21411,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4094.2399999999998,4503.6599999999999,27867029.41,0.02
2013,bavaria,EUR,21412,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4089.6599999999999,4498.6300000000001,27867029.41,0.02
2013,bavaria,EUR,21413,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4066.0700000000002,4472.6800000000003,27867029.41,0.02
2013,bavaria,EUR,21414,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4157.5900000000001,4573.3500000000004,27867029.41,0.02
2013,bavaria,EUR,21415,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4092.1500000000001,4501.3699999999999,27867029.41,0.02
2013,bavaria,EUR,21416,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4129.9300000000003,4542.9200000000001,27867029.41,0.02
2013,bavaria,EUR,21417,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4072.9299999999998,4480.2200000000003,27867029.41,0.02
2013,bavaria,EUR,21418,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4129.7799999999997,4542.7600000000002,27867029.41,0.02
2013,bavaria,EUR,21419,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4294.4200000000001,4723.8599999999997,27867029.41,0.02
2013,bavaria,EUR,21420,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4136.0900000000001,4549.6999999999998,27867029.41,0.02
2013,bavaria,EUR,21421,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4105.3199999999997,4515.8500000000004,27867029.41,0.02
2013,bavaria,EUR,21422,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4107.8100000000004,4518.5900000000001,27867029.41,0.02
2013,bavaria,EUR,21423,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4143.3800000000001,4557.7200000000003,27867029.41,0.02
2013,bavaria,EUR,21424,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4103.6000000000004,4513.96,27867029.41,0.02
2013,bavaria,EUR,21425,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4057.7199999999998,4463.4899999999998,27867029.41,0.02
2013,bavaria,EUR,21426,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4145.4300000000003,4559.9700000000003,27867029.41,0.02
2013,bavaria,EUR,21427,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4169.5100000000002,4586.46,27867029.41,0.02
2013,bavaria,EUR,21428,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4098.7600000000002,4508.6400000000003,27867029.41,0.02
2013,bavaria,EUR,21429,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4060.3000000000002,4466.3299999999999,27867029.41,0.02
2013,bavaria,EUR,21430,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4085.6900000000001,4494.2600000000002,27867029.41,0.02
2013,bavaria,EUR,21431,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4094.1399999999999,4503.5500000000002,27867029.41,0.02
2013,bavaria,EUR,21432,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4155.2200000000003,4570.7399999999998,27867029.41,0.02
2013,bavaria,EUR,21433,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4067.9299999999998,4474.7200000000003,27867029.41,0.02
2013,bavaria,EUR,21434,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4073.8000000000002,4481.1800000000003,27867029.41,0.02
2013,bavaria,EUR,21435,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4109.7200000000003,4520.6899999999996,27867029.41,0.02
2013,bavaria,EUR,21436,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4096.3400000000001,4505.9700000000003,27867029.41,0.02
2013,bavaria,EUR,21437,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4093.7199999999998,4503.0900000000001,27867029.41,0.02
2013,bavaria,EUR,21438,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4068.4099999999999,4475.25,27867029.41,0.02
2013,bavaria,EUR,21439,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4068.8299999999999,4475.71,27867029.41,0.02
2013,bavaria,EUR,21440,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4401.0500000000002,4841.1599999999999,27867029.41,0.02
2013,bavaria,EUR,21441,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4205.4300000000003,4625.9700000000003,27867029.41,0.02
2013,bavaria,EUR,21442,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4121.7200000000003,4533.8900000000003,27867029.41,0.02
2013,bavaria,EUR,21443,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4071.0500000000002,4478.1599999999999,27867029.41,0.02
2013,bavaria,EUR,21444,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4064.5799999999999,4471.04,27867029.41,0.02
2013,bavaria,EUR,21445,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4056.0100000000002,4461.6099999999997,27867029.41,0.02
2013,bavaria,EUR,21446,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4099.8800000000001,4509.8699999999999,27867029.41,0.02
2013,bavaria,EUR,21447,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4058.5500000000002,4464.4099999999999,27867029.41,0.02
2013,bavaria,EUR,21448,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4064.8899999999999,4471.3800000000001,27867029.41,0.02
2013,bavaria,EUR,21449,Intel Xeon,Intel Xeon E7-4870,3894.9899999999998,4284.4899999999998,4083.1199999999999,4491.4300000000003,27867029.41,0.02
2013,berlin,EUR,5530,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4200.4799999999996,4620.5299999999997,24883703.220000047,0.02
2013,berlin,EUR,5531,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4210.6899999999996,4631.7600000000002,24883703.220000047,0.02
2013,berlin,EUR,5532,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4266.5299999999997,4693.1800000000003,24883703.220000047,0.02
2013,berlin,EUR,5533,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4202.9200000000001,4623.21,24883703.220000047,0.02
2013,berlin,EUR,5534,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4200.8500000000004,4620.9399999999996,24883703.220000047,0.02
2013,berlin,EUR,5535,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4216.1199999999999,4637.7299999999996,24883703.220000047,0.02
2013,berlin,EUR,5536,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4208.6000000000004,4629.46,24883703.220000047,0.02
2013,berlin,EUR,5537,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4188.9700000000003,4607.8699999999999,24883703.220000047,0.02
2013,berlin,EUR,5538,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4301.0799999999999,4731.1899999999996,24883703.220000047,0.02
2013,berlin,EUR,5539,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4213.8400000000001,4635.2200000000003,24883703.220000047,0.02
2013,berlin,EUR,5540,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4268,4694.8000000000002,24883703.220000047,0.02
2013,berlin,EUR,5541,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4234.6700000000001,4658.1400000000003,24883703.220000047,0.02
2013,berlin,EUR,5542,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4256.8800000000001,4682.5699999999997,24883703.220000047,0.02
2013,berlin,EUR,5543,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4232.4399999999996,4655.6800000000003,24883703.220000047,0.02
2013,berlin,EUR,5544,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4252.1000000000004,4677.3100000000004,24883703.220000047,0.02
2013,berlin,EUR,5545,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4229.6800000000003,4652.6499999999996,24883703.220000047,0.02
2013,berlin,EUR,5546,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4205.3199999999997,4625.8500000000004,24883703.220000047,0.02
2013,berlin,EUR,5547,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4229.6700000000001,4652.6400000000003,24883703.220000047,0.02
2013,berlin,EUR,5548,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4278.54,4706.3900000000003,24883703.220000047,0.02
2013,berlin,EUR,5549,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4419.6499999999996,4861.6099999999997,24883703.220000047,0.02
2013,berlin,EUR,5550,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4191.0100000000002,4610.1099999999997,24883703.220000047,0.02
2013,berlin,EUR,5551,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4207.2700000000004,4628,24883703.220000047,0.02
2013,berlin,EUR,5552,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4267.6000000000004,4694.3599999999997,24883703.220000047,0.02
2013,berlin,EUR,5553,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4362.8000000000002,4799.0799999999999,24883703.220000047,0.02
2013,berlin,EUR,5554,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4249.1700000000001,4674.0900000000001,24883703.220000047,0.02
2013,berlin,EUR,5555,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4203.4300000000003,4623.7700000000004,24883703.220000047,0.02
2013,berlin,EUR,5556,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4366.3500000000004,4802.9899999999998,24883703.220000047,0.02
2013,berlin,EUR,5557,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4302.0699999999997,4732.2799999999997,24883703.220000047,0.02
2013,berlin,EUR,5558,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4209.0500000000002,4629.96,24883703.220000047,0.02
2013,berlin,EUR,5559,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4222.9300000000003,4645.2200000000003,24883703.220000047,0.02
2013,berlin,EUR,5560,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4207.5699999999997,4628.3299999999999,24883703.220000047,0.02
2013,berlin,EUR,5561,Intel Xeon,Intel Xeon E7-4870,4067.9899999999998,4474.79,4189.4200000000001,4608.3599999999997,24883703.220000047,0.02
2013,brandenburg,EUR,7980,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4052.54,4457.79,27553487.880000062,0.02
2013,brandenburg,EUR,7981,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4085.0900000000001,4493.6000000000004,27553487.880000062,0.02
2013,brandenburg,EUR,7982,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4055.75,4461.3299999999999,27553487.880000062,0.02
2013,brandenburg,EUR,7983,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4420.79,4862.8699999999999,27553487.880000062,0.02
2013,brandenburg,EUR,7984,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4061.46,4467.6099999999997,27553487.880000062,0.02
2013,brandenburg,EUR,7985,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4099.5200000000004,4509.4700000000003,27553487.880000062,0.02
2013,brandenburg,EUR,7986,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4063.4499999999998,4469.8000000000002,27553487.880000062,0.02
2013,brandenburg,EUR,7987,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4225.1199999999999,4647.6300000000001,27553487.880000062,0.02
2013,brandenburg,EUR,7988,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4070.0300000000002,4477.0299999999997,27553487.880000062,0.02
2013,brandenburg,EUR,7989,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4062.3699999999999,4468.6099999999997,27553487.880000062,0.02
2013,brandenburg,EUR,7990,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4095.8600000000001,4505.4499999999998,27553487.880000062,0.02
2013,brandenburg,EUR,7991,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4237.8599999999997,4661.6499999999996,27553487.880000062,0.02
2013,brandenburg,EUR,7992,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4075.23,4482.75,27553487.880000062,0.02
2013,brandenburg,EUR,7993,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4161.3500000000004,4577.4899999999998,27553487.880000062,0.02
2013,brandenburg,EUR,7994,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4090.6599999999999,4499.7299999999996,27553487.880000062,0.02
2013,brandenburg,EUR,7995,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4088.3699999999999,4497.21,27553487.880000062,0.02
2013,brandenburg,EUR,7996,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4053.2600000000002,4458.5900000000001,27553487.880000062,0.02
2013,brandenburg,EUR,7997,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4145.0600000000004,4559.5699999999997,27553487.880000062,0.02
2013,brandenburg,EUR,7998,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4123.6899999999996,4536.0600000000004,27553487.880000062,0.02
2013,brandenburg,EUR,7999,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4094.0300000000002,4503.4300000000003,27553487.880000062,0.02
2013,brandenburg,EUR,8000,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4122.7799999999997,4535.0600000000004,27553487.880000062,0.02
2013,brandenburg,EUR,8001,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4090.0599999999999,4499.0699999999997,27553487.880000062,0.02
2013,brandenburg,EUR,8002,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4178.1999999999998,4596.0200000000004,27553487.880000062,0.02
2013,brandenburg,EUR,8003,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4067.04,4473.7399999999998,27553487.880000062,0.02
2013,brandenburg,EUR,8004,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4074.6599999999999,4482.1300000000001,27553487.880000062,0.02
2013,brandenburg,EUR,8005,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4451.75,4896.9300000000003,27553487.880000062,0.02
2013,brandenburg,EUR,8006,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4137.21,4550.9300000000003,27553487.880000062,0.02
2013,brandenburg,EUR,8007,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4512.3599999999997,4963.6000000000004,27553487.880000062,0.02
2013,brandenburg,EUR,8008,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4169.9700000000003,4586.9700000000003,27553487.880000062,0.02
2013,brandenburg,EUR,8009,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4078.1599999999999,4485.9799999999996,27553487.880000062,0.02
2013,brandenburg,EUR,8010,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4107.1400000000003,4517.8500000000004,27553487.880000062,0.02
2013,brandenburg,EUR,8011,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4246.1000000000004,4670.71,27553487.880000062,0.02
2013,brandenburg,EUR,8012,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4071.3400000000001,4478.4700000000003,27553487.880000062,0.02
2013,brandenburg,EUR,8013,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4073.0799999999999,4480.3900000000003,27553487.880000062,0.02
2013,brandenburg,EUR,8014,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4072.6599999999999,4479.9300000000003,27553487.880000062,0.02
2013,brandenburg,EUR,8015,Intel Xeon,Intel Xeon E7-4870,3933.9899999999998,4327.3900000000003,4093.3699999999999,4502.71,27553487.880000062,0.02
